  Packet #,    ADC,      Pitch,       Roll,        Yaw,   AccX,   AccY,   AccZ,  GyroX,  GyroY,  GyroZ,   MagX,   MagY,   MagZ,   Temp
       364,   2076,     19.229,      0.255,     13.467,    104,    205,    987,     -8,     17,      6,   -251,    370,   1000,   3234
       365,   2059,     19.168,      0.208,     13.562,    102,    211,   1006,     -9,     17,      8,   -266,    370,    957,   3234
       366,   2034,     19.187,      0.216,     13.643,    101,    205,    975,    -10,     19,      6,   -296,    340,   1029,   3236
       367,   2017,     19.244,      0.228,     13.706,     94,    208,    989,     -8,     18,      7,   -192,    355,    929,   3233
       368,   1997,     19.246,      0.225,     13.772,     99,    209,   1003,    -11,     18,      6,   -207,    399,   1000,   3235
       369,   1974,     19.330,      0.263,     13.832,     98,    204,    972,    -10,     18,      7,   -229,    362,    965,   3235
       370,   1954,     19.280,      0.265,     13.907,     99,    207,    999,     -8,     16,      7,   -229,    333,    965,   3235
       371,   1934,     19.143,      0.239,     14.005,    104,    208,   1003,     -8,     18,      5,   -288,    288,    965,   3233
       372,   1927,     19.161,      0.242,     14.090,    103,    204,    979,    -10,     18,      6,   -311,    370,    986,   3235
       373,   1904,     19.177,      0.218,     14.165,    100,    211,   1000,     -9,     15,      6,   -222,    399,    943,   3233
       374,   1883,     19.130,      0.227,     14.233,    102,    208,   1002,     -9,     17,      7,   -207,    340,    972,   3235
       375,   1864,     19.158,      0.240,     14.301,     99,    208,    985,    -10,     19,      7,   -214,    333,    936,   3236
       376,   1850,     19.194,      0.265,     14.362,     95,    208,    988,     -9,     17,      8,   -185,    333,    979,   3236
       377,   1834,     19.200,      0.258,     14.435,     96,    208,   1001,     -9,     19,      6,   -229,    377,    965,   3234
       378,   1814,     19.175,      0.283,     14.511,     97,    204,    985,     -9,     20,      6,   -266,    296,   1015,   3234
       379,   1802,     19.113,      0.309,     14.583,    104,    205,    990,     -9,     17,      6,   -237,    296,    972,   3235
       380,   1784,     19.019,      0.281,     14.681,    104,    208,   1000,     -9,     18,      6,   -281,    296,    872,   3236
       381,   1763,     19.055,      0.297,     14.741,    102,    208,    992,    -10,     18,      5,   -192,    370,    929,   3235
       382,   1753,     19.088,      0.323,     14.797,     99,    205,    999,     -9,     18,      7,   -199,    392,    965,   3235
       383,   1739,     19.057,      0.341,     14.875,    100,    205,    988,     -9,     18,      7,   -251,    296,    957,   3236
       384,   1727,     19.039,      0.318,     14.973,     97,    207,    989,     -9,     17,      6,   -303,    318,    950,   3233
       385,   1712,     19.068,      0.350,     15.023,    101,    208,    995,     -9,     17,      7,   -155,    362,    965,   3236
       386,   1704,     19.140,      0.371,     15.084,     99,    206,    988,     -9,     17,      8,   -207,    399,    957,   3236
       387,   1689,     19.088,      0.386,     15.156,    102,    207,    995,     -9,     18,      7,   -222,    311,   1000,   3235
       388,   1671,     19.058,      0.378,     15.240,    101,    208,    993,     -9,     19,      6,   -251,    325,    957,   3236
       389,   1658,     19.089,      0.436,     15.288,    102,    204,    985,    -10,     19,      8,   -170,    333,    950,   3234
       390,   1642,     19.081,      0.480,     15.337,    101,    207,    999,    -10,     18,      9,   -125,    318,    893,   3235
       391,   1637,     19.142,      0.488,     15.402,     99,    209,    988,    -10,     18,      7,   -185,    377,    950,   3234
       392,   1617,     19.121,      0.477,     15.495,     96,    208,    986,     -9,     17,      9,   -266,    296,   1000,   3236
       393,   1608,     19.089,      0.449,     15.588,     99,    209,    997,    -10,     16,      7,   -266,    340,    943,   3237
       394,   1591,     19.107,      0.472,     15.653,     99,    205,    994,    -10,     16,      6,   -207,    355,    915,   3233
       395,   1576,     19.144,      0.491,     15.716,     98,    205,    996,     -8,     17,      7,   -199,    377,    893,   3236
       396,   1561,     19.153,      0.486,     15.796,    102,    206,    993,     -9,     16,      7,   -259,    392,    950,   3233
       397,   1561,     19.161,      0.475,     15.876,    103,    207,    997,     -9,     16,      9,   -251,    414,    957,   3235
       398,   1548,     19.225,      0.495,     15.936,     94,    207,    993,    -10,     17,      7,   -170,    362,    864,   3236
       399,   1542,     19.302,      0.517,     16.001,     98,    204,    986,     -9,     18,      8,   -237,    429,   1000,   3234
       400,   1522,     19.226,      0.501,     16.093,    101,    208,    999,     -9,     17,      7,   -259,    318,    936,   3236
       401,   1510,     19.191,      0.524,     16.171,    101,    203,    989,     -8,     19,      6,   -259,    318,    936,   3235
       402,   1508,     19.125,      0.544,     16.256,     99,    203,    992,     -9,     19,      7,   -274,    288,    979,   3236
       403,   1490,     19.074,      0.526,     16.350,    100,    207,    999,     -9,     17,      7,   -274,    333,    936,   3235
       404,   1479,     19.090,      0.528,     16.424,    100,    208,    994,     -9,     17,      8,   -214,    362,    936,   3237
       405,   1475,     19.122,      0.547,     16.490,    101,    207,    987,     -9,     18,      7,   -199,    348,    907,   3235
       406,   1463,     19.067,      0.584,     16.552,    104,    206,    998,     -9,     17,      9,   -177,    311,    972,   3235
       407,   1455,     19.035,      0.614,     16.624,    100,    204,    992,    -11,     19,      6,   -222,    296,    929,   3237
       408,   1444,     19.102,      0.638,     16.686,     96,    205,    993,    -11,     17,      7,   -192,    385,    915,   3234
       409,   1435,     19.094,      0.646,     16.758,    102,    206,    999,     -9,     19,      7,   -229,    392,   1036,   3236
       410,   1433,     19.043,      0.628,     16.846,    102,    210,    998,     -9,     17,      7,   -229,    318,    936,   3233
       411,   1415,     19.027,      0.630,     16.937,     96,    205,    989,     -9,     17,      7,   -274,    303,    950,   3236
       412,   1409,     19.018,      0.656,     17.007,     99,    205,    992,     -9,     18,      7,   -214,    318,    965,   3237
       413,   1402,     19.018,      0.635,     17.096,    100,    209,    994,     -9,     18,      6,   -251,    355,    943,   3236
       414,   1389,     19.053,      0.645,     17.170,    101,    206,    988,    -10,     19,      6,   -229,    362,    907,   3236
       415,   1383,     19.054,      0.667,     17.247,    101,    202,    991,    -10,     20,      6,   -259,    348,    893,   3234
       416,   1375,     18.974,      0.664,     17.354,     98,    203,    994,    -10,     19,      8,   -333,    288,   1007,   3234
       417,   1368,     19.016,      0.657,     17.436,     98,    207,    992,    -10,     17,      8,   -244,    377,    922,   3238
       418,   1358,     19.067,      0.630,     17.526,     93,    211,    988,     -8,     18,      6,   -244,    348,    950,   3236
       419,   1351,     19.006,      0.609,     17.622,    101,    209,    998,    -10,     16,      6,   -274,    318,    965,   3236
       420,   1346,     18.999,      0.580,     17.721,     97,    208,    997,     -9,     17,      6,   -288,    348,    893,   3235
       421,   1339,     19.075,      0.648,     17.759,    101,    205,    986,     -9,     18,      6,   -133,    370,    972,   3235
       422,   1329,     19.033,      0.676,     17.826,    105,    206,    998,    -10,     17,      6,   -199,    333,    950,   3236
       423,   1322,     18.952,      0.683,     17.906,    105,    208,   1002,    -10,     17,      7,   -222,    311,    986,   3233
       424,   1317,     18.946,      0.749,     17.970,     95,    202,    983,    -11,     20,      7,   -214,    259,   1036,   3236
       425,   1310,     18.977,      0.746,     18.052,     96,    208,    990,    -10,     17,      7,   -222,    325,    886,   3236
       426,   1304,     18.996,      0.741,     18.132,     94,    210,    994,     -9,     18,      6,   -214,    333,   1007,   3235
       427,   1293,     19.058,      0.758,     18.202,     98,    206,    988,     -9,     18,      7,   -214,    377,    950,   3234
       428,   1284,     18.984,      0.766,     18.287,    103,    206,    998,     -8,     15,      6,   -251,    311,   1000,   3235
       429,   1284,     18.896,      0.768,     18.378,    104,    206,    999,    -10,     18,      7,   -259,    288,    936,   3234
       430,   1274,     18.940,      0.780,     18.453,    104,    205,    988,    -10,     18,      6,   -244,    392,    936,   3236
       431,   1263,     18.927,      0.788,     18.534,    102,    206,    995,     -9,     18,      8,   -237,    340,    943,   3235
       432,   1258,     18.857,      0.777,     18.630,    102,    208,    998,    -10,     17,      7,   -266,    296,    972,   3237
       433,   1254,     18.855,      0.763,     18.723,     99,    209,    991,    -10,     18,      7,   -251,    311,    915,   3235
       434,   1246,     18.933,      0.752,     18.797,     98,    209,    998,     -9,     19,      7,   -207,    414,    900,   3236
       435,   1248,     18.924,      0.777,     18.872,     99,    205,    994,    -10,     19,      7,   -222,    311,    915,   3234
       436,   1240,     18.945,      0.813,     18.944,     97,    202,    990,     -9,     19,      6,   -244,    333,    950,   3235
       437,   1235,     18.970,      0.823,     19.016,    101,    207,    995,     -9,     17,      6,   -214,    377,    965,   3237
       438,   1227,     18.873,      0.798,     19.133,     99,    207,    997,     -9,     16,      7,   -325,    266,    957,   3234
       439,   1225,     18.879,      0.802,     19.218,    100,    208,    988,     -9,     17,      7,   -237,    311,    929,   3235
       440,   1220,     18.864,      0.820,     19.293,     99,    207,    997,     -8,     17,      7,   -207,    311,    957,   3237
       441,   1215,     18.883,      0.858,     19.355,    101,    204,    994,     -9,     17,      6,   -199,    348,    950,   3235
       442,   1206,     18.896,      0.916,     19.411,    100,    204,    989,    -10,     18,      5,   -170,    303,    950,   3237
       443,   1201,     18.973,      0.933,     19.472,    100,    207,    997,    -10,     18,      7,   -177,    429,    986,   3237
       444,   1201,     18.981,      0.934,     19.551,    100,    207,    998,     -9,     17,      7,   -229,    377,    993,   3236
       445,   1192,     18.928,      0.925,     19.654,    101,    207,    990,    -11,     19,      6,   -288,    288,    950,   3237
       446,   1187,     18.972,      0.952,     19.727,     98,    204,    989,    -10,     18,      7,   -229,    362,    965,   3236
       447,   1178,     18.945,      0.969,     19.811,    101,    205,    993,    -10,     18,      8,   -237,    311,    929,   3237
       448,   1181,     18.961,      0.998,     19.880,    101,    204,    994,     -9,     16,      7,   -207,    355,    929,   3236
       449,   1172,     19.047,     -1.026,     19.933,    104,    208,    990,     -9,     16,      7,   -140,    422,    965,   3235
       450,   1170,     18.960,      0.976,     20.056,     99,    210,   1001,     -9,     19,      7,   -318,    303,    965,   3235
       451,   1165,     18.946,      0.964,     20.151,    100,    208,    993,     -8,     17,      7,   -266,    340,    986,   3235
       452,   1159,     18.951,      0.980,     20.232,     99,    206,    990,     -9,     18,      7,   -229,    318,    922,   3233
       453,   1155,     18.975,      0.992,     20.306,    101,    206,    996,     -9,     17,      7,   -214,    377,    936,   3236
       454,   1150,     18.963,      0.990,     20.400,     99,    207,    991,     -9,     17,      7,   -259,    318,    936,   3238
       455,   1148,     18.993,      0.984,     20.490,     97,    208,    988,     -9,     17,      6,   -244,    333,    893,   3236
       456,   1138,     19.011,      0.974,     20.584,     99,    206,    994,    -10,     16,      8,   -281,    385,    943,   3235
       457,   1140,     19.011,     -1.008,     20.648,    101,    207,    995,     -9,     17,      8,   -170,    333,    965,   3236
       458,   1133,     19.034,     -1.011,     20.736,    101,    205,    991,     -9,     17,      7,   -274,    392,    965,   3237
       459,   1134,     19.029,     -1.004,     20.835,     97,    207,    989,    -10,     16,      8,   -281,    325,    957,   3236
       460,   1126,     19.035,     -1.030,     20.907,    100,    208,    990,     -9,     18,      6,   -185,    318,    950,   3238
       461,   1122,     19.080,     -1.002,     20.992,    100,    212,    997,     -8,     16,      7,   -207,    399,    886,   3237
       462,   1117,     19.084,     -1.050,     21.051,     97,    206,    996,    -10,     18,      6,   -155,    318,    950,   3235
       463,   1115,     19.099,     -1.026,     21.152,    101,    208,    991,     -9,     17,      7,   -296,    399,    972,   3236
       464,   1115,     19.066,     -1.027,     21.247,    100,    206,    995,    -10,     17,      7,   -266,    325,    900,   3234
       465,   1104,     19.093,     -1.035,     21.327,     98,    207,    992,    -10,     18,      4,   -244,    377,    993,   3236
       466,   1108,     19.088,     -1.058,     21.406,     97,    208,    990,    -10,     18,      7,   -222,    325,   1086,   3236
       467,   1101,     19.124,     -1.077,     21.479,     96,    207,    993,     -9,     17,      7,   -207,    370,   1000,   3237
       468,   1095,     19.092,     -1.071,     21.580,    101,    208,    989,     -9,     16,      7,   -274,    318,    950,   3234
       469,   1093,     19.105,     -1.092,     21.657,    101,    205,    992,     -9,     17,      6,   -229,    362,    907,   3236
       470,   1090,     19.071,     -1.104,     21.745,    100,    207,    993,     -8,     17,      7,   -244,    318,    993,   3236
       471,   1086,     19.094,     -1.086,     21.843,     98,    208,    992,     -9,     16,      7,   -274,    377,    922,   3235
       472,   1087,     19.081,     -1.109,     21.921,    100,    208,    991,    -10,     15,      8,   -214,    333,   1050,   3236
       473,   1086,     19.047,     -1.137,     22.000,     98,    207,    995,     -9,     16,      7,   -199,    288,    936,   3239
       474,   1079,     19.022,     -1.191,     22.066,    104,    205,    988,    -10,     17,      7,   -185,    303,    993,   3239
       475,   1081,     19.043,     -1.206,     22.144,    102,    206,    992,     -9,     18,      6,   -222,    370,    929,   3236
       476,   1079,     19.003,     -1.215,     22.236,    100,    207,    994,    -10,     18,      6,   -237,    296,    915,   3237
       477,   1074,     19.016,     -1.247,     22.311,    100,    205,    991,    -11,     18,      8,   -207,    340,    957,   3236
       478,   1069,     19.003,     -1.236,     22.405,    101,    209,    995,     -8,     18,      7,   -237,    340,    929,   3235
       479,   1071,     18.991,     -1.231,     22.500,    100,    206,    997,     -9,     17,      7,   -266,    355,    915,   3239
       480,   1064,     18.932,     -1.262,     22.584,    101,    207,    991,    -10,     18,      5,   -207,    251,    943,   3236
       481,   1056,     18.980,     -1.289,     22.656,     99,    205,    991,    -10,     18,      6,   -207,    370,    943,   3235
       482,   1063,     18.993,     -1.295,     22.743,    100,    206,    993,     -9,     18,      6,   -244,    362,    950,   3236
       483,   1058,     19.018,     -1.324,     22.809,     97,    207,    999,     -8,     17,      7,   -155,    348,    936,   3236
       484,   1049,     19.073,     -1.307,     22.900,     99,    208,    992,     -8,     19,      6,   -259,    422,    979,   3236
       485,   1047,     19.033,     -1.319,     22.989,    101,    207,    996,     -9,     18,      7,   -229,    318,    965,   3235
       486,   1052,     19.001,     -1.310,     23.097,     99,    207,    990,     -9,     17,      6,   -288,    303,    922,   3235
       487,   1041,     19.023,     -1.320,     23.185,    100,    207,    987,    -10,     17,      7,   -229,    333,    893,   3236
       488,   1046,     18.978,     -1.313,     23.286,    102,    208,    996,    -10,     19,      7,   -266,    325,    957,   3237
       489,   1042,     18.956,     -1.297,     23.396,     99,    206,    994,     -8,     18,      6,   -325,    355,   1000,   3236
       490,   1041,     18.983,     -1.326,     23.470,    103,    204,    993,     -8,     18,      6,   -229,    392,    979,   3235
       491,   1037,     19.093,     -1.345,     23.534,    100,    206,    992,    -10,     18,      7,   -185,    451,    907,   3238
       492,   1034,     19.135,     -1.391,     23.597,    100,    205,    989,    -10,     16,      6,   -177,    370,    986,   3237
       493,   1035,     19.169,     -1.402,     23.681,     96,    206,    994,    -10,     19,      7,   -222,    370,    915,   3236
       494,   1030,     19.097,     -1.403,     23.787,     99,    208,    994,    -10,     19,      8,   -266,    281,    986,   3238
       495,   1028,     19.081,     -1.400,     23.880,    100,    209,    994,    -10,     16,      6,   -229,    333,    936,   3236
       496,   1029,     19.079,     -1.420,     23.957,     99,    208,    998,     -9,     15,      8,   -177,    340,    943,   3235
       497,   1023,     19.099,     -1.434,     24.043,     99,    207,    988,    -10,     17,      7,   -229,    348,    965,   3238
       498,   1024,     19.101,     -1.423,     24.143,    100,    207,    994,     -9,     17,      6,   -288,    392,   1007,   3236
       499,   1027,     19.141,     -1.420,     24.227,     98,    208,    996,     -8,     18,      6,   -222,    399,    943,   3235
       500,   1020,     19.206,     -1.473,     24.282,    101,    204,    992,     -9,     19,      7,   -148,    399,    915,   3238
       501,   1019,     19.170,     -1.487,     24.376,     99,    207,    992,    -10,     17,      7,   -244,    318,   1007,   3235
       502,   1016,     19.168,     -1.518,     24.456,     97,    205,    993,     -9,     18,      6,   -214,    333,    965,   3237
       503,   1012,     19.170,     -1.528,     24.552,    101,    208,    981,     -9,     17,      7,   -237,    311,    929,   3234
       504,   1011,     19.136,     -1.518,     24.650,    102,    210,    995,     -9,     16,      7,   -229,    333,    936,   3237
       505,   1006,     19.135,     -1.559,     24.722,     97,    205,    995,     -9,     18,      7,   -185,    333,    993,   3236
       506,   1014,     19.152,     -1.586,     24.804,     95,    206,    992,     -9,     18,      7,   -207,    340,   1000,   3237
       507,   1009,     19.069,     -1.591,     24.917,    102,    205,    992,     -9,     18,      7,   -296,    281,    929,   3234
       508,   1004,     19.068,     -1.594,     25.013,     99,    207,    993,    -10,     18,      8,   -244,    348,    965,   3236
       509,   1007,     19.097,     -1.607,     25.101,     98,    206,    990,     -9,     17,      7,   -244,    377,   1022,   3236
       510,   1005,     19.116,     -1.605,     25.194,     98,    208,    992,     -9,     17,      7,   -244,    377,   1022,   3235
       511,   1000,     19.066,     -1.614,     25.288,    102,    208,    996,    -10,     18,      5,   -237,    325,   1029,   3236
       512,    998,     19.030,     -1.623,     25.391,    101,    207,    987,     -9,     18,      7,   -266,    296,    972,   3236
       513,    997,     19.043,     -1.642,     25.482,     96,    205,    991,     -7,     18,      7,   -229,    318,    893,   3236
       514,   1000,     19.019,     -1.665,     25.573,    100,    205,    992,     -9,     18,      6,   -244,    318,    979,   3235
       515,   1000,     18.999,     -1.684,     25.669,     97,    206,    992,    -11,     16,      6,   -237,    296,    943,   3235
       516,    994,     18.991,     -1.707,     25.757,    100,    205,    993,     -9,     17,      7,   -229,    333,    965,   3236
       517,    996,     18.956,     -1.704,     25.863,     99,    208,    993,     -8,     17,      8,   -259,    303,    979,   3236
       518,    991,     19.015,     -1.731,     25.945,     99,    204,    987,     -9,     19,      7,   -222,    370,    915,   3237
       519,    994,     19.029,     -1.760,     26.023,    100,    206,    992,    -10,     19,      6,   -192,    340,    957,   3234
       520,    988,     19.043,     -1.757,     26.121,     98,    207,    995,     -9,     17,      8,   -237,    355,    900,   3236
       521,    984,     19.042,     -1.740,     26.228,    102,    208,    991,     -9,     18,      6,   -281,    370,    957,   3239
       522,    983,     19.073,     -1.761,     26.309,     99,    206,    993,     -8,     17,      6,   -199,    362,    922,   3237
       523,    988,     19.102,     -1.771,     26.389,     98,    208,    998,    -11,     18,      6,   -192,    385,    986,   3236
       524,    980,     19.104,     -1.803,     26.473,     99,    204,    992,     -9,     19,      6,   -222,    340,    957,   3238
       525,    981,     19.094,     -1.808,     26.577,    100,    205,    992,    -10,     19,      6,   -281,    355,    957,   3238
       526,    980,     19.052,     -1.804,     26.681,    102,    208,    998,    -11,     20,      8,   -251,    340,    972,   3236
       527,    982,     19.086,     -1.821,     26.766,     98,    206,    992,    -11,     17,      6,   -214,    362,    922,   3238
       528,    980,     19.135,     -1.839,     26.852,     98,    203,    996,    -10,     17,      8,   -237,    414,    900,   3237
       529,    980,     19.146,     -1.831,     26.946,     99,    208,    999,    -10,     17,      7,   -237,    399,    986,   3236
       530,    981,     19.176,     -1.852,     27.029,    101,    206,    990,     -9,     19,      6,   -207,    370,    915,   3237
       531,    980,     19.162,     -1.854,     27.132,    100,    207,    992,     -9,     18,      8,   -251,    340,    929,   3238
       532,    974,     19.105,     -1.850,     27.247,    102,    207,    993,    -11,     17,      7,   -296,    325,    986,   3237
       533,    976,     19.081,     -1.880,     27.336,    102,    205,    993,    -11,     18,      7,   -229,    333,    979,   3238
       534,    972,     19.099,     -1.917,     27.419,     98,    205,    988,    -10,     16,      6,   -199,    318,    907,   3237
       535,    972,     19.090,     -1.904,     27.529,     97,    208,    995,     -9,     17,      7,   -266,    340,    929,   3236
       536,    975,     19.102,     -1.909,     27.621,    101,    208,    993,     -9,     18,      7,   -222,    370,    972,   3236
       537,    969,     19.149,     -1.912,     27.714,    101,    207,    989,    -10,     17,      8,   -237,    399,    929,   3236
       538,    967,     19.152,     -1.943,     27.805,    101,    204,    988,    -10,     19,      7,   -244,    348,    965,   3236
       539,    970,     19.158,     -1.934,     27.909,     99,    208,    994,    -10,     16,      8,   -266,    385,   1000,   3238
       540,    969,     19.153,     -1.914,     28.032,    100,    208,    986,    -10,     17,      6,   -311,    340,    886,   3238
       541,    961,     19.247,     -1.911,     28.117,     99,    209,    987,     -8,     16,      6,   -207,    429,    915,   3238
       542,    962,     19.242,     -1.904,     28.214,    100,    210,    997,     -9,     16,      6,   -222,    370,    943,   3236
       543,    968,     19.224,     -1.923,     28.310,    107,    205,    988,    -10,     18,      6,   -266,    370,    929,   3236
       544,    945,     19.161,     -2.000,     28.384,    105,    200,    994,     -9,     16,      6,   -207,    311,    986,   3236
       545,    961,     19.141,     -2.022,     28.478,    104,    203,    996,     -9,     17,      6,   -259,    377,    922,   3237
       546,    959,     19.109,     -2.015,     28.598,    100,    208,    988,    -12,     19,      8,   -296,    311,    957,   3237
       547,    961,     19.131,     -2.000,     28.705,     98,    211,    988,     -9,     17,      7,   -244,    348,    965,   3237
       548,    966,     19.098,     -1.948,     28.828,    100,    213,   1006,    -10,     19,      8,   -274,    377,    922,   3238
       549,    959,     19.152,     -1.999,     28.905,     96,    202,    989,    -10,     19,      8,   -214,    362,    922,   3237
       550,    962,     19.209,     -2.049,     28.987,     96,    201,    986,     -9,     18,      7,   -237,    370,    929,   3238
       551,    955,     19.235,     -2.052,     29.079,     97,    209,    995,     -9,     18,      7,   -199,    362,    907,   3238
       552,    960,     19.239,     -2.046,     29.187,     96,    211,    986,     -9,     15,      5,   -244,    318,    979,   3237
       553,    960,     19.274,     -2.048,     29.280,     95,    209,    994,     -8,     16,      6,   -214,    377,    965,   3236
       554,    957,     19.222,     -2.068,     29.373,    103,    207,    999,     -7,     17,      6,   -214,    333,    950,   3235
       555,    958,     19.114,     -2.080,     29.483,    107,    207,    998,    -10,     18,      6,   -259,    288,    922,   3237
       556,    955,     19.175,     -2.138,     29.550,    105,    201,    988,     -9,     18,      7,   -199,    422,    936,   3238
       557,    956,     19.136,     -2.168,     29.634,    106,    206,    999,     -9,     18,      9,   -185,    348,    950,   3235
       558,    954,     19.110,     -2.152,     29.752,    100,    209,    995,    -12,     20,      7,   -274,    333,    907,   3236
       559,    956,     19.170,     -2.121,     29.859,     99,    214,    985,    -11,     19,      6,   -229,    377,    936,   3238
       560,    954,     19.114,     -2.102,     29.984,     97,    211,    997,    -10,     19,      7,   -274,    288,    936,   3237
       561,    955,     19.095,     -2.124,     30.085,     99,    205,    995,    -10,     18,      7,   -251,    325,    915,   3237
       562,    959,     19.132,     -2.195,     30.171,     98,    198,    981,     -9,     17,      8,   -274,    348,    979,   3236
       563,    955,     19.162,     -2.206,     30.256,    100,    208,    998,     -8,     15,      7,   -185,    392,    936,   3237
       564,    957,     19.202,     -2.210,     30.347,     99,    209,    992,     -9,     16,      6,   -207,    385,    957,   3238
       565,    965,     19.243,     -2.207,     30.446,     98,    210,    988,    -10,     17,      6,   -229,    377,    979,   3236
       566,    962,     19.236,     -2.234,     30.534,    104,    204,    997,     -9,     17,      6,   -229,    392,    936,   3236
       567,    971,     19.193,     -2.284,     30.616,    104,    202,   1000,     -9,     17,      7,   -222,    370,   1043,   3236
       568,    971,     19.163,     -2.299,     30.728,    104,    204,    990,    -10,     18,      8,   -311,    370,   1029,   3238
       569,    975,     19.176,     -2.299,     30.828,     99,    210,    992,    -10,     19,      6,   -214,    348,    950,   3236
       570,    981,     19.128,     -2.279,     30.949,     97,    213,    996,    -10,     19,      6,   -244,    288,    979,   3238
       571,    976,     19.227,     -2.302,     31.029,     99,    206,    986,    -10,     19,      7,   -199,    422,    922,   3236
       572,    982,     19.210,     -2.329,     31.127,     98,    206,    994,     -8,     17,      9,   -222,    325,    972,   3237
       573,    981,     19.158,     -2.365,     31.237,    100,    202,    992,     -9,     18,      7,   -296,    311,    986,   3237
       574,    986,     19.107,     -2.397,     31.349,     98,    205,    989,     -9,     18,      6,   -259,    259,    936,   3236
       575,    992,     19.090,     -2.385,     31.466,     98,    209,    994,     -9,     15,      6,   -266,    325,    929,   3238
       576,    991,     19.090,     -2.396,     31.561,    101,    209,    995,     -9,     16,      7,   -199,    348,    979,   3237
       577,    993,     19.071,     -2.428,     31.662,    101,    203,    993,    -10,     17,      7,   -259,    333,    936,   3235
       578,    993,     19.079,     -2.448,     31.758,    100,    205,    996,     -9,     18,      7,   -229,    362,    936,   3236
       579,    995,     19.146,     -2.500,     31.824,    100,    203,    994,     -8,     18,      7,   -148,    399,    929,   3239
       580,   1001,     19.190,     -2.538,     31.911,    100,    203,    988,    -10,     19,      8,   -222,    385,    972,   3237
       581,    999,     19.203,     -2.549,     32.012,    101,    208,    988,     -9,     17,      8,   -222,    355,    986,   3238
       582,    997,     19.172,     -2.531,     32.131,    100,    209,    999,     -9,     18,      7,   -266,    355,    957,   3238
       583,    997,     19.236,     -2.578,     32.210,     99,    202,    988,     -8,     17,      7,   -199,    392,    922,   3236
       584,   1006,     19.237,     -2.580,     32.328,     99,    205,    991,    -10,     18,      7,   -296,    370,    943,   3234
       585,   1007,     19.251,     -2.601,     32.429,     97,    205,    992,    -11,     18,      7,   -237,    355,    943,   3234
       586,   1008,     19.246,     -2.612,     32.537,     97,    208,    990,    -10,     18,      5,   -237,    325,    986,   3237
       587,   1011,     19.223,     -2.584,     32.667,    100,    210,    993,     -9,     17,      6,   -311,    370,   1029,   3237
       588,   1011,     19.196,     -2.594,     32.778,     99,    207,    994,    -10,     16,      8,   -244,    318,    922,   3236
       589,   1013,     19.165,     -2.619,     32.881,    101,    205,    995,     -8,     18,      6,   -244,    333,    979,   3236
       590,   1011,     19.133,     -2.623,     33.001,    100,    207,    992,     -9,     17,      7,   -281,    325,    986,   3236
       591,   1011,     19.076,     -2.601,     33.141,    101,    208,    995,     -9,     16,      7,   -333,    318,    922,   3235
       592,   1016,     19.132,     -2.599,     33.238,    100,    208,    994,    -10,     17,      7,   -229,    422,    965,   3236
       593,   1021,     19.192,     -2.620,     33.322,    101,    208,    991,    -10,     17,      7,   -170,    392,    936,   3235
       594,   1014,     19.168,     -2.627,     33.436,    100,    206,    996,    -11,     17,      6,   -288,    362,   1007,   3236
       595,   1016,     19.171,     -2.667,     33.532,     98,    205,    990,    -10,     19,      7,   -222,    325,   1000,   3238
       596,   1019,     19.249,     -2.669,     33.637,     97,    206,    987,     -9,     18,      7,   -259,    407,    879,   3238
       597,   1025,     19.261,     -2.681,     33.734,    100,    208,    995,     -8,     18,      7,   -199,    362,    922,   3236
       598,   1026,     19.306,     -2.689,     33.829,    100,    208,    992,     -9,     17,      7,   -207,    399,    929,   3238
       599,   1025,     19.307,     -2.710,     33.937,    100,    205,    989,     -9,     17,      6,   -266,    355,    943,   3238
       600,   1025,     19.279,     -2.733,     34.041,    101,    206,    995,     -8,     18,      7,   -229,    333,    936,   3237
       601,   1022,     19.324,     -2.761,     34.122,    100,    206,    996,    -10,     18,      7,   -170,    407,    950,   3235
       602,   1032,     19.250,     -2.804,     34.229,    102,    204,    994,     -8,     17,      6,   -244,    288,    979,   3236
       603,   1032,     19.222,     -2.807,     34.351,     99,    208,    991,     -9,     19,      5,   -274,    318,    979,   3238
       604,   1029,     19.212,     -2.803,     34.473,     99,    208,    991,    -10,     18,      7,   -281,    340,    957,   3236
       605,   1030,     19.233,     -2.840,     34.571,     98,    203,    991,     -9,     18,      6,   -237,    355,    929,   3236
       606,   1029,     19.237,     -2.828,     34.691,     99,    208,    996,    -10,     18,      7,   -274,    377,    922,   3238
       607,   1032,     19.239,     -2.827,     34.800,    102,    209,    993,    -10,     18,      8,   -237,    370,    972,   3237
       608,   1030,     19.269,     -2.831,     34.913,     97,    208,    988,     -9,     18,      7,   -259,    362,    979,   3237
       609,   1037,     19.225,     -2.858,     35.027,    100,    206,    992,     -8,     17,      8,   -244,    288,    922,   3238
       610,   1037,     19.215,     -2.891,     35.128,    101,    205,    992,     -9,     17,      6,   -222,    325,    900,   3235
       611,   1038,     19.165,     -2.925,     35.251,     97,    204,    991,    -10,     18,      7,   -281,    266,    943,   3236
       612,   1041,     19.174,     -2.969,     35.341,    102,    204,    991,     -9,     18,      7,   -199,    348,    965,   3236
       613,   1037,     19.183,     -2.993,     35.447,    100,    206,    989,    -10,     17,      7,   -229,    333,    936,   3236
